ID,korisnik,aktivnost,datum,trajanje_min,kalorije,otkucaji,deleted
1577,Marko Miladinović,Plivanje,2025-11-01,148,533,155,0
1578,Jelena Janković,Joga,2025-05-31,65,524,126,0
1579,Luka Vuković,Teretana,2024-02-17,177,1462,166,0
1580,Jelena Jovanović,Trčanje,2025-01-20,171,1476,186,0
1581,Petar Vukić,Teretana,2024-06-23,37,1204,151,0
1582,Ivana Milošević,Joga,2024-05-04,70,632,156,0
1583,Stefan Milenković,Plivanje,2024-06-30,43,53,76,0
1584,Jelena Milenković,Trčanje,2025-01-14,104,649,69,0
1585,Milan Đorđević,Trčanje,2024-01-20,135,1081,149,0
1586,Dragana Ilić,Joga,2024-08-23,167,306,120,0
1587,Stefan Knežević,Joga,2025-07-31,50,482,169,0
1588,Stefan Simić,Trčanje,2024-12-17,169,1208,107,0
1589,Miloš Ilić,Plivanje,2025-03-25,31,989,66,0
1590,Marko Miladinović,Joga,2024-03-24,178,852,79,0
1591,Katarina Simić,Teretana,2025-05-14,157,1493,154,0
1592,Tanja Vukić,Biciklizam,2024-02-05,178,281,153,0
1593,Luka Radović,Teretana,2024-01-27,81,665,71,0
1594,Stefan Pavlović,Biciklizam,2024-05-04,117,335,69,0
1595,Aleksa Tadić,Joga,2025-06-15,100,899,171,0
1596,Nikola Matić,Biciklizam,2025-10-08,49,1120,79,0
1597,Teodora Radanović,Biciklizam,2024-02-04,164,775,75,0
1598,Marija Jovanović,Teretana,2025-12-12,18,1118,158,0
1599,Filip Popović,Plivanje,2024-01-22,84,84,181,0
1600,Milica Simić,Teretana,2025-04-16,39,630,179,0
1601,Vladimir Matić,Plivanje,2024-06-05,81,1110,165,0
1602,Ivana Marković,Teretana,2025-02-28,164,881,185,0
1603,Sara Popović,Plivanje,2024-10-07,164,874,84,0
1604,Aleksa Vasić,Teretana,2024-05-18,60,301,150,0
1605,Aleksa Jovanović,Teretana,2025-03-18,118,179,126,0
1606,Dragana Jovanović,Biciklizam,2025-04-29,21,699,186,0
1607,Miloš Petrović,Plivanje,2024-09-16,39,701,155,0
1608,Sara Miladinović,Joga,2025-09-29,26,1017,97,0
1609,Milan Ristić,Biciklizam,2025-01-09,20,1318,68,0
1610,Katarina Jovanović,Teretana,2024-06-22,142,1425,196,0
1611,Milica Stanković,Biciklizam,2024-09-12,89,1196,136,0
1612,Jelena Ilić,Teretana,2025-10-01,135,220,107,0
1613,Marko Milošević,Joga,2024-10-10,15,250,83,0
1614,Luka Lukić,Biciklizam,2025-02-20,124,1167,70,0
1615,Nikolina Simić,Trčanje,2024-10-01,154,85,200,0
1616,Tanja Nikolić,Plivanje,2025-10-06,145,1074,104,0
1617,Nikolina Nikolić,Joga,2025-01-24,161,1008,62,0
1618,Ivana Popović,Biciklizam,2025-03-26,13,806,183,0
1619,Danijel Đorđević,Joga,2025-05-05,150,70,149,0
1620,Ivana Radanović,Biciklizam,2025-02-25,78,641,62,0
1621,Kristina Matić,Joga,2024-11-23,24,1300,66,0
1622,Ana Vasić,Biciklizam,2024-02-01,57,1491,126,0
1623,Stefanija Ilić,Plivanje,2024-07-05,57,278,140,0
1624,Jelena Knežević,Teretana,2025-11-02,138,1132,148,0
1625,Miloš Pavlović,Plivanje,2024-03-02,42,672,192,0
1626,Kristina Jovanović,Biciklizam,2025-09-27,103,1263,94,0
1627,Danijel Stanković,Plivanje,2024-02-27,11,1183,138,0
1628,Stefan Aleksić,Trčanje,2024-11-11,150,642,102,0
1629,Marko Kovačević,Plivanje,2024-05-17,164,71,122,0
1630,Stefanija Matić,Plivanje,2024-01-06,32,1479,111,0
1631,Nemanja Jovanović,Teretana,2025-05-04,172,233,170,0
1632,Milica Petrović,Plivanje,2024-08-28,124,1322,79,0
1633,Marko Jovanović,Plivanje,2025-05-29,172,465,138,0
1634,Ivana Jovanović,Joga,2025-03-15,122,446,186,0
1635,Jelena Vuković,Trčanje,2025-04-20,53,78,160,0
1636,Vesna Pavlović,Biciklizam,2025-09-15,129,878,100,0
1637,Jelena Ristić,Biciklizam,2025-03-22,38,1038,142,0
1638,Kristina Vuković,Teretana,2025-03-02,110,1274,172,0
1639,Ana Milošević,Teretana,2025-08-26,65,104,160,0
1640,Jovana Petrović,Joga,2024-09-09,171,907,187,0
1641,Teodora Stanković,Plivanje,2025-09-11,156,991,192,0
1642,Danijel Tadić,Biciklizam,2024-01-31,154,712,138,0
1643,Milan Dimitrijević,Joga,2024-01-01,162,483,94,0
1644,Ivana Milenković,Plivanje,2025-10-07,61,364,185,0
1645,Sara Radanović,Plivanje,2025-03-04,102,941,184,0
1646,Nemanja Radović,Plivanje,2025-05-07,94,1452,129,0
1647,Marko Vasić,Biciklizam,2025-01-14,43,149,176,0
1648,Katarina Knežević,Trčanje,2024-11-14,54,855,90,0
1649,Filip Milošević,Trčanje,2024-02-25,21,933,177,0
1650,Milan Simić,Trčanje,2025-09-14,98,353,112,0
1651,Luka Jovanović,Trčanje,2024-09-21,31,104,125,0
1652,Danijel Vasić,Plivanje,2025-01-09,96,1018,92,0
1653,Milica Dimitrijević,Trčanje,2025-05-08,84,84,189,0
1654,Luka Popović,Joga,2024-10-26,108,716,129,0
1655,Ivana Petrović,Plivanje,2025-09-23,63,240,185,0
1656,Teodora Dimitrijević,Biciklizam,2025-06-15,145,1054,199,0
1657,Dragana Kovačević,Biciklizam,2025-02-18,60,367,121,0
1658,Nikolina Matić,Plivanje,2025-10-04,21,1409,147,0
1659,Vesna Petrović,Biciklizam,2025-07-19,86,303,187,0
1660,Aleksandar Aleksić,Plivanje,2025-01-25,26,1286,142,0
1661,Kristina Janković,Trčanje,2024-11-21,73,654,96,0
1662,Vladimir Dimitrijević,Trčanje,2024-12-13,115,285,124,0
1663,Miloš Lukić,Trčanje,2024-06-02,121,721,125,0
1664,Milica Tadić,Plivanje,2024-05-13,22,87,81,0
1665,Katarina Matić,Biciklizam,2024-12-17,65,743,73,0
1666,Miloš Đorđević,Trčanje,2025-12-04,119,293,135,0
1667,Jovana Vukić,Joga,2025-06-26,33,871,157,0
1668,Sara Marković,Biciklizam,2025-01-01,141,996,147,0
1669,Jovana Milošević,Plivanje,2025-02-05,18,197,92,0
1670,Stefan Božić,Plivanje,2024-12-30,84,1080,76,0
1671,Vladimir Pavlović,Biciklizam,2024-12-13,84,1198,174,0
1672,Ana Nikolić,Plivanje,2024-03-16,124,560,194,0
1673,Jovana Simić,Plivanje,2025-09-27,180,1487,137,0
1674,Nikolina Tadić,Teretana,2024-05-01,30,1476,132,0
1675,Ana Marković,Biciklizam,2025-05-22,45,635,69,0
1676,Katarina Nikolić,Plivanje,2024-08-03,128,1348,142,0
1677,Sara Milenković,Biciklizam,2025-06-13,53,693,122,0
1678,Jovana Lukić,Biciklizam,2024-10-20,22,1036,64,0
1679,Ivana Matić,Trčanje,2024-11-06,172,1430,197,0
1680,Milan Ilić,Biciklizam,2025-09-11,38,1449,166,0
1681,Marija Kovačević,Plivanje,2024-05-08,63,477,192,0
1682,Milan Stanković,Biciklizam,2025-06-17,113,66,137,0
1683,Aleksandar Popović,Biciklizam,2024-01-16,71,427,79,0
1684,Ana Milenković,Plivanje,2025-12-30,171,1483,93,0
1685,Miloš Vuković,Joga,2025-08-28,147,976,106,0
1686,Jelena Petrović,Trčanje,2025-07-18,86,224,144,0
1687,Danijel Nikolić,Trčanje,2025-12-24,102,236,102,0
1688,Aleksandar Nikolić,Trčanje,2024-09-14,168,1367,64,0
1689,Tanja Stanković,Joga,2025-11-30,96,1284,189,0
1690,Tanja Knežević,Joga,2025-05-20,58,1426,111,0
1691,Katarina Tadić,Trčanje,2024-10-04,159,1136,124,0
1692,Nemanja Ilić,Biciklizam,2025-06-14,98,226,138,0
1693,Petar Stanković,Trčanje,2025-01-30,96,120,61,0
1694,Marko Janković,Trčanje,2024-04-20,171,1258,105,0
1695,Jovana Marković,Joga,2025-10-04,103,1089,162,0
1696,Marko Lukić,Plivanje,2024-08-14,32,1337,156,0
1697,Ivana Janković,Trčanje,2025-07-17,152,712,68,0
1698,Nikola Knežević,Trčanje,2025-09-12,28,914,88,0
1699,Ivana Kovačević,Teretana,2024-05-06,74,1335,111,0
1700,Aleksa Marković,Trčanje,2024-08-17,45,1093,113,0
1701,Luka Vukić,Trčanje,2024-02-05,13,1143,86,0
1702,Tanja Popović,Joga,2024-06-26,110,491,97,0
1703,Dragana Radanović,Teretana,2024-06-21,170,882,162,0
1704,Ana Aleksić,Trčanje,2025-09-03,86,1024,121,0
1705,Jovana Jovanović,Teretana,2025-10-16,78,421,113,0
1706,Teodora Vukić,Plivanje,2025-03-21,172,91,118,0
1707,Aleksandar Milošević,Joga,2024-01-19,22,864,114,0
1708,Danijel Dimitrijević,Biciklizam,2024-11-02,152,916,184,0
1709,Marko Knežević,Plivanje,2025-05-09,94,684,92,0
1710,Milan Jovanović,Joga,2024-07-01,132,203,135,0
1711,Stefanija Stojić,Plivanje,2024-07-17,63,1078,185,0
1712,Aleksa Vukić,Plivanje,2025-01-17,82,392,95,0
1713,Danijel Vukić,Trčanje,2025-06-16,177,1275,132,0
1714,Aleksandar Ilić,Trčanje,2025-01-26,172,117,63,0
1715,Aleksandar Tadić,Biciklizam,2024-12-31,151,191,166,0
1716,Marko Knežević,Teretana,2024-11-19,14,1445,95,0
1717,Danijel Ristić,Trčanje,2024-11-18,90,699,112,0
1718,Ana Đorđević,Joga,2025-07-21,104,96,63,0
1719,Milan Petrović,Trčanje,2024-07-31,59,268,102,0
1720,Nikola Aleksić,Joga,2024-12-24,180,1473,178,0
1721,Ivana Ilić,Biciklizam,2024-04-01,33,1052,128,0
1722,Nikolina Radović,Joga,2024-07-28,88,725,65,0
1723,Kristina Božić,Plivanje,2025-01-24,157,121,79,0
1724,Marko Nikolić,Biciklizam,2024-05-01,170,919,95,0
1725,Stefanija Knežević,Plivanje,2024-02-27,29,402,199,0
1726,Vesna Miladinović,Biciklizam,2024-12-21,125,54,97,0
1727,Vladimir Ristić,Plivanje,2024-03-24,160,1231,65,0
1728,Dragana Stanković,Biciklizam,2025-06-21,142,1236,63,0
1729,Luka Matić,Teretana,2024-06-24,89,325,68,0
1730,Filip Milenković,Joga,2024-06-22,74,1459,170,0
1731,Luka Milošević,Teretana,2024-07-01,84,871,140,0
1732,Danijel Milošević,Teretana,2025-10-31,169,67,119,0
1733,Aleksa Stojić,Trčanje,2024-08-05,166,290,125,0
1734,Jelena Simić,Trčanje,2024-08-03,56,1387,72,0
1735,Danijel Radović,Joga,2024-03-30,49,319,142,0
1736,Danijel Radanović,Trčanje,2024-01-01,80,187,199,0
1737,Ivana Stojić,Trčanje,2024-10-11,68,1426,163,0
1738,Teodora Pavlović,Teretana,2024-08-03,22,605,106,0
1739,Marija Knežević,Trčanje,2024-10-26,11,742,127,0
1740,Nikola Vuković,Biciklizam,2025-10-03,36,581,145,0
1741,Katarina Miladinović,Teretana,2024-01-15,52,126,141,0
1742,Jelena Aleksić,Teretana,2025-05-11,87,361,137,0
1743,Dragana Simić,Teretana,2024-09-09,76,972,162,0
1744,Luka Nikolić,Joga,2024-05-11,104,500,100,0
1745,Ana Simić,Teretana,2024-07-07,41,598,135,0
1746,Katarina Kovačević,Joga,2025-08-23,86,285,181,0
1747,Sara Ilić,Plivanje,2024-10-19,118,133,172,0
1748,Marija Aleksić,Trčanje,2025-08-05,56,1497,106,0
1749,Aleksa Božić,Teretana,2025-12-06,111,498,182,0
1750,Danijel Ilić,Biciklizam,2025-12-27,143,1085,161,0
1751,Nemanja Jovanović,Biciklizam,2025-10-29,130,241,98,0
1752,Dragana Jovanović,Joga,2024-03-10,168,190,63,0
1753,Miloš Marković,Plivanje,2025-10-22,24,1434,197,0
1754,Sara Lukić,Joga,2025-07-02,29,1114,156,0
1755,Ivana Stanković,Joga,2024-04-18,129,1471,198,0
1756,Vesna Nikolić,Trčanje,2025-05-14,74,991,119,0
1757,Jelena Miladinović,Plivanje,2025-10-06,178,128,144,0
1758,Aleksandar Božić,Biciklizam,2024-06-24,112,418,77,0
1759,Marija Simić,Joga,2025-01-10,23,754,198,0
1760,Tanja Simić,Biciklizam,2024-08-13,49,351,183,0
1761,Nikola Ristić,Joga,2024-02-07,144,944,194,0
1762,Nikolina Jovanović,Joga,2025-08-11,175,518,177,0
1763,Vladimir Milošević,Trčanje,2024-03-09,17,370,180,0
1764,Marija Matić,Joga,2024-01-20,91,835,193,0
1765,Petar Stojić,Plivanje,2025-11-20,119,1239,121,0
1766,Danijel Stojić,Trčanje,2025-02-24,97,346,165,0
1767,Nikola Ilić,Teretana,2025-07-21,70,455,108,0
1768,Filip Marković,Plivanje,2025-03-17,45,338,114,0
1769,Ana Kovačević,Teretana,2025-01-03,132,327,139,0
1770,Vesna Radović,Plivanje,2024-05-09,25,1091,200,0
1771,Aleksandar Knežević,Plivanje,2024-04-06,151,763,144,0
1772,Katarina Jovanović,Joga,2025-03-03,126,892,68,0
1773,Marko Ristić,Plivanje,2024-08-04,90,1341,108,0
1774,Nikola Marković,Biciklizam,2025-04-14,48,195,131,0
1775,Nemanja Milošević,Teretana,2024-06-12,173,1158,72,0
1776,Milan Milošević,Plivanje,2025-05-18,62,1442,95,0
1777,Nikola Petrović,Teretana,2025-12-09,96,1283,166,0
1778,Jovana Stanković,Biciklizam,2025-08-13,61,1248,176,0
1779,Miloš Tadić,Plivanje,2024-01-14,83,551,99,0
1780,Petar Tadić,Plivanje,2024-12-02,24,268,71,0
1781,Nemanja Dimitrijević,Joga,2024-05-18,148,471,171,0
1782,Katarina Đorđević,Trčanje,2025-07-01,69,78,83,0
1783,Sara Vukić,Joga,2024-07-05,162,1333,168,0
1784,Kristina Milenković,Trčanje,2024-04-15,107,183,198,0
1785,Sara Simić,Plivanje,2024-10-19,167,72,172,0
1786,Ana Božić,Teretana,2025-06-04,176,1035,65,0
1787,Dragana Radović,Trčanje,2024-02-25,178,653,162,0
1788,Jelena Tadić,Biciklizam,2025-01-02,53,550,100,0
1789,Stefanija Vasić,Joga,2024-05-14,101,1446,186,0
1790,Nikolina Aleksić,Plivanje,2025-09-22,115,1313,111,0
1791,Kristina Tadić,Teretana,2025-11-19,25,350,80,0
1792,Aleksa Đorđević,Joga,2024-04-11,120,1081,183,0
1793,Ivana Milošević,Biciklizam,2025-04-28,49,121,136,0
1794,Sara Nikolić,Plivanje,2025-03-23,44,341,65,0
1795,Nikola Simić,Trčanje,2024-10-23,116,199,81,0
1796,Ivana Jovanović,Trčanje,2024-10-12,73,968,93,0
1797,Petar Popović,Plivanje,2025-04-18,66,547,61,0
1798,Stefan Jovanović,Plivanje,2024-11-09,163,996,143,0
1799,Vladimir Jovanović,Biciklizam,2024-01-01,66,116,189,0
1800,Teodora Radović,Plivanje,2024-08-31,28,344,194,0
1801,Aleksandar Radanović,Biciklizam,2024-03-06,150,573,131,0
1802,Stefan Radanović,Teretana,2024-01-13,22,201,84,0
1803,Miloš Kovačević,Teretana,2025-08-22,46,660,123,0
1804,Vesna Jovanović,Teretana,2025-07-06,94,867,153,0
1805,Ivana Knežević,Biciklizam,2024-03-29,142,457,171,0
1806,Ana Dimitrijević,Joga,2024-10-21,71,1168,168,0
1807,Marko Ilić,Trčanje,2025-03-05,62,149,168,0
1808,Marko Popović,Biciklizam,2024-06-14,39,243,162,0
1809,Jelena Popović,Teretana,2024-03-27,62,441,169,0
1810,Ivana Vuković,Biciklizam,2024-11-01,58,630,85,0
1811,Petar Ristić,Biciklizam,2025-05-28,38,135,166,0
1812,Marko Matić,Joga,2024-01-27,167,88,76,0
1813,Dragana Đorđević,Plivanje,2025-07-11,76,498,164,0
1814,Nemanja Marković,Teretana,2025-05-03,60,1113,106,0
1815,Miloš Dimitrijević,Teretana,2024-08-11,93,226,188,0
1816,Ana Vuković,Trčanje,2024-01-09,44,338,117,0
1817,Vesna Tadić,Joga,2024-01-23,163,526,74,0
1818,Kristina Lukić,Trčanje,2025-12-21,42,228,109,0
1819,Vladimir Vasić,Joga,2025-04-28,136,1087,95,0
1820,Danijel Matić,Teretana,2024-12-08,117,674,177,0
1821,Vesna Kovačević,Joga,2025-04-09,133,774,109,0
1822,Dragana Lukić,Trčanje,2025-02-05,168,1473,117,0
1823,Petar Radanović,Joga,2024-03-27,172,123,60,0
1824,Vesna Lukić,Joga,2025-02-11,113,982,126,0
1825,Milan Radanović,Teretana,2024-03-18,166,330,168,0
1826,Miloš Milenković,Plivanje,2025-05-14,49,358,141,0
1827,Jovana Vasić,Teretana,2024-03-31,162,968,73,0
1828,Sara Božić,Joga,2025-04-02,38,514,191,0
1829,Petar Ilić,Teretana,2024-05-21,55,711,62,0
1830,Miloš Janković,Plivanje,2025-10-09,73,1191,100,0
1831,Filip Ilić,Trčanje,2024-12-23,92,1174,121,0
1832,Nikolina Pavlović,Trčanje,2024-04-11,50,56,115,0
1833,Jelena Pavlović,Joga,2024-12-16,111,356,200,0
1834,Katarina Ilić,Plivanje,2024-09-21,70,193,123,0
1835,Milan Knežević,Joga,2025-09-02,52,433,166,0
1836,Vesna Janković,Joga,2025-02-18,114,1408,123,0
1837,Nikolina Stojić,Trčanje,2025-01-02,18,1383,63,0
1838,Nikolina Božić,Joga,2025-07-29,103,1446,154,0
1839,Aleksandar Stojić,Plivanje,2025-07-03,64,444,119,0
1840,Marija Milošević,Biciklizam,2025-10-18,155,451,63,0
1841,Vesna Milošević,Trčanje,2025-01-06,34,961,100,0
1842,Vladimir Knežević,Trčanje,2025-03-01,172,997,145,0
1843,Marko Marković,Teretana,2024-07-30,116,408,139,0
1844,Nikolina Janković,Joga,2025-06-15,24,852,98,0
1845,Milica Milošević,Plivanje,2024-08-06,68,1406,142,0
1846,Nikolina Vukić,Joga,2024-02-09,12,256,165,0
1847,Stefanija Vuković,Biciklizam,2025-06-02,120,957,162,0
1848,Teodora Božić,Plivanje,2024-09-04,67,152,147,0
1849,Ivana Vasić,Trčanje,2025-06-14,172,818,168,0
1850,Ivana Lukić,Biciklizam,2024-09-05,113,209,89,0
1851,Stefanija Tadić,Biciklizam,2025-10-31,40,1118,106,0
1852,Marija Nikolić,Biciklizam,2025-09-23,68,65,163,0
1853,Milica Janković,Plivanje,2025-02-05,152,1205,72,0
1854,Tanja Pavlović,Teretana,2024-04-14,84,593,95,0
1855,Stefan Ilić,Plivanje,2025-12-16,101,1406,160,0
1856,Luka Miladinović,Plivanje,2025-08-12,107,625,151,0
1857,Ivana Tadić,Biciklizam,2024-09-01,68,776,172,0
1858,Luka Ilić,Teretana,2024-11-12,68,1048,85,0
1859,Danijel Aleksić,Plivanje,2024-05-06,56,331,175,0
1860,Milica Knežević,Biciklizam,2025-12-11,127,436,130,0
1861,Miloš Simić,Plivanje,2024-01-29,58,1181,77,0
1862,Aleksa Lukić,Trčanje,2025-03-22,58,826,94,0
1863,Aleksa Petrović,Teretana,2024-03-24,72,918,96,0
1864,Nikola Popović,Biciklizam,2025-01-25,82,490,170,0
1865,Aleksa Janković,Joga,2025-03-20,109,1278,199,0
1866,Vladimir Radović,Trčanje,2024-11-22,46,793,79,0
1867,Dragana Ristić,Plivanje,2025-05-06,61,1156,62,0
1868,Stefan Vukić,Trčanje,2024-01-05,165,1125,184,0
1869,Vladimir Janković,Trčanje,2025-10-16,104,161,148,0
1870,Aleksa Simić,Teretana,2025-09-20,91,1450,115,0
1871,Ana Matić,Teretana,2025-04-09,114,705,108,0
1872,Milica Jovanović,Joga,2025-09-15,169,1099,190,0
1873,Filip Knežević,Joga,2025-05-23,76,634,84,0
1874,Dragana Vasić,Biciklizam,2024-04-26,149,846,112,0
1875,Petar Milošević,Plivanje,2025-05-13,48,495,184,0
1876,Marko Milošević,Biciklizam,2024-07-22,63,1464,139,0
1877,Ivana Milenković,Trčanje,2024-11-26,26,957,129,0
1878,Filip Đorđević,Biciklizam,2024-06-10,165,1025,112,0
1879,Tanja Janković,Joga,2025-12-06,110,996,131,0
1880,Marko Ilić,Biciklizam,2024-11-27,75,1377,95,0
1881,Tanja Petrović,Joga,2024-01-11,74,1452,176,0
1882,Sara Stojić,Plivanje,2025-08-17,31,1358,195,0
1883,Milica Stojić,Joga,2024-01-16,59,1118,132,0
1884,Milan Vukić,Biciklizam,2024-04-20,113,400,155,0
1885,Jovana Milenković,Plivanje,2024-04-25,154,483,185,0
1886,Danijel Simić,Plivanje,2025-09-15,17,1328,131,0
1887,Kristina Popović,Biciklizam,2024-06-27,108,143,86,0
1888,Vladimir Kovačević,Biciklizam,2025-02-12,51,1242,161,0
1889,Stefanija Aleksić,Trčanje,2024-06-27,146,501,66,0
1890,Ivana Božić,Biciklizam,2025-07-27,10,267,100,0
1891,Kristina Miladinović,Teretana,2024-07-27,28,1179,89,0
1892,Luka Aleksić,Biciklizam,2024-12-26,147,793,160,0
1893,Katarina Milenković,Trčanje,2025-11-21,67,1086,142,0
1894,Aleksandar Janković,Teretana,2024-02-17,145,312,120,0
1895,Vladimir Tadić,Plivanje,2025-09-15,174,1393,89,0
1896,Ivana Aleksić,Joga,2025-08-10,89,614,142,0
1897,Marija Janković,Joga,2024-01-30,134,550,148,0
1898,Tanja Lukić,Teretana,2025-02-04,99,685,88,0
1899,Aleksandar Marković,Plivanje,2025-01-05,140,142,85,0
1900,Marko Radanović,Teretana,2025-06-21,149,1372,177,0
1901,Vesna Vasić,Teretana,2024-12-14,38,583,101,0
1902,Marko Milenković,Teretana,2025-03-14,152,1134,131,0
1903,Stefanija Milošević,Biciklizam,2024-02-19,131,826,184,0
1904,Katarina Stojić,Plivanje,2025-01-19,19,907,147,0
1905,Petar Petrović,Biciklizam,2024-01-27,125,63,182,0
1906,Dragana Milenković,Trčanje,2024-05-21,166,1353,196,0
1907,Nikolina Radanović,Biciklizam,2024-10-11,126,1086,177,0
1908,Aleksa Knežević,Joga,2025-01-03,17,289,139,0
1909,Teodora Miladinović,Plivanje,2024-11-27,180,1493,161,0
1910,Aleksandar Dimitrijević,Plivanje,2024-06-24,59,460,103,0
1911,Ivana Miladinović,Plivanje,2025-07-26,72,1082,111,0
1912,Marija Milenković,Biciklizam,2024-09-30,170,803,79,0
1913,Marija Dimitrijević,Biciklizam,2024-11-17,14,680,155,0
1914,Aleksa Aleksić,Biciklizam,2024-07-17,53,1273,167,0
1915,Aleksandar Vasić,Trčanje,2024-05-06,117,636,112,0
1916,Teodora Tadić,Joga,2024-01-07,16,586,96,0
1917,Danijel Miladinović,Joga,2025-06-24,170,412,189,0
1918,Stefanija Nikolić,Joga,2024-06-14,151,722,141,0
1919,Marko Kovačević,Joga,2025-12-14,163,1038,150,0
1920,Ana Vukić,Trčanje,2025-12-03,39,165,100,0
1921,Dragana Marković,Joga,2024-12-12,156,573,112,0
1922,Miloš Ristić,Joga,2024-02-01,61,248,74,0
1923,Stefanija Milenković,Biciklizam,2025-06-08,127,1079,83,0
1924,Tanja Milošević,Plivanje,2024-05-09,42,1069,165,0
1925,Tanja Radović,Biciklizam,2024-12-14,24,1116,183,0
1926,Milan Stojić,Biciklizam,2025-10-04,162,1158,183,0
1927,Nikola Miladinović,Joga,2024-06-03,131,1076,200,0
1928,Stefan Đorđević,Teretana,2025-12-16,67,789,199,0
1929,Katarina Radović,Teretana,2024-10-29,13,56,186,0
1930,Nemanja Matić,Trčanje,2024-03-16,158,1475,70,0
1931,Teodora Lukić,Teretana,2024-07-16,103,895,181,0
1932,Stefan Popović,Plivanje,2024-06-13,81,200,66,0
1933,Jovana Matić,Trčanje,2025-02-08,95,542,158,0
1934,Aleksa Nikolić,Biciklizam,2024-02-04,156,97,100,0
1935,Teodora Nikolić,Plivanje,2024-03-27,25,1062,188,0
1936,Nikola Radanović,Biciklizam,2024-07-13,33,402,136,0
1937,Milica Vasić,Joga,2024-07-11,108,1353,175,0
1938,Luka Milenković,Biciklizam,2025-04-05,118,1336,96,0
1939,Jelena Stanković,Trčanje,2024-08-16,40,684,148,0
1940,Nikolina Popović,Biciklizam,2024-05-03,143,1240,194,0
1941,Ivana Dimitrijević,Plivanje,2025-06-21,12,213,151,0
1942,Nikola Jovanović,Plivanje,2024-04-17,142,597,146,0
1943,Dragana Stojić,Joga,2024-02-18,125,1464,136,0
1944,Nikolina Vasić,Teretana,2025-08-19,31,968,160,0
1945,Marko Božić,Plivanje,2025-06-04,41,127,88,0
1946,Danijel Lukić,Teretana,2025-05-15,103,561,81,0
1947,Marko Stanković,Biciklizam,2024-03-26,122,611,163,0
1948,Ivana Radović,Trčanje,2024-02-10,121,1077,75,0
1949,Teodora Janković,Biciklizam,2025-05-08,155,496,78,0
1950,Aleksa Miladinović,Biciklizam,2025-09-19,169,990,90,0
1951,Stefan Stojić,Teretana,2024-02-18,36,1431,171,0
1952,Luka Simić,Joga,2025-09-30,175,513,152,0
1953,Danijel Knežević,Trčanje,2025-12-09,27,924,100,0
1954,Nikolina Jovanović,Biciklizam,2025-10-01,127,540,95,0
1955,Jovana Stojić,Trčanje,2024-04-10,30,1456,197,0
1956,Aleksandar Radović,Joga,2025-03-10,83,1177,199,0
1957,Filip Kovačević,Teretana,2025-03-05,147,1428,79,0
1958,Danijel Petrović,Plivanje,2024-10-19,74,929,172,0
1959,Ana Tadić,Joga,2024-08-21,51,1093,80,0
1960,Jovana Popović,Joga,2025-11-16,29,207,125,0
1961,Marko Đorđević,Trčanje,2025-12-08,73,70,146,0
